Task ID,Task Name,Task Content,Status,Date Created,Date Created Text,Due Date,Due Date Text,Start Date,Start Date Text,Parent ID,Attachments,Assignees,Tags,Priority,List Name,Project Name,Space Name,Time Estimated,Time Estimated Text,Checklists,Comments,Time Spent,Time Spent Text,Rolled Up Time,Rolled Up Time Text
5mqhyj,"""sudo lxc delete centos7"" vs ""lxc delete centos7""","w drugim było Error: Unable to read the configuration file: open /home/devoted/.config/lxc/config.yml: permission denied\n",not to do,1591029322044,"6/1/2020, 6:35:22 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"LINUX","hidden","SPRINTS","","","{}","[]","",,0,
3aha4q,"read 2 articles","read all 2 articles\n\n\n",complete,1579804969262,"1/23/2020, 7:42:49 PM GMT+1",,"",,"",2yned1,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","7200000","2 h ","{}","[]","",,0,
3eg38j,"best blower best non-blower","null",complete,1580454117083,"1/31/2020, 8:01:57 AM GMT+1",,"",,"",2yned1,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","3600000","1 h ","{}","[]","",,0,
3rmqrr,"sql - `IF` statement","null",to do,1582223837661,"2/20/2020, 7:37:17 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",3,"DATA ANALYST","hidden","SPRINTS","3600000","1 h ","{}","[]","",,0,
8pgehc,"3. Simplistic config - try Docker on","null",in progress,1593071777592,"6/25/2020, 9:56:17 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"8-16","hidden","WORK","","","{}","[]","",,0,
2rdexw,"git - squash","null",not to do,1575631443774,"12/6/2019, 12:24:03 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"Better Programmer","hidden","SPRINTS","7200000","2 h ","{}","[]","",,0,
62jfrf,"Adding additional variables changes sign of parameter.","When I should use regression Analysis? -> How to control other variables in regression.\n\nMy robilismy przyklad z koscmi. Fajnie byloby dostac effect, gdzie nastepuje zmiana znaku.\nDane wygeneruj sobie pnadasem. Excel dla pani Bożenki.\n\n",to do,1592552883050,"6/19/2020, 9:48:03 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",2,"ML 1-2","MATH","SPRINTS","7200000","2 h ","{}","[]","",,0,
62k5mg,"Are residuals unbiased?","https://statisticsbyjim.com/regression/interpret-coefficients-p-values-regression/ :\nzdanie: After fitting a regression model, check the residual plots first to be sure that you have unbiased estimates.\n\nW sumie nie wiem, czy te estymaty są unbiased. Można sprawdzić w statlekcie (albo policzyć).\nJeśli się okaże, że są to dlaczego Jim uważa, że mogłyby nie być.\n\nPatrząc inaczej Jim pisze tak, choćby to zależało od czegoś (od próbki) dziwna sytuacja. Myślałem, że coś jest unbiased albo nie i nara.\n\n[EDIT - porównaj z powyższym, to może rozwiejesz obawy]:\nhttps://statisticsbyjim.com/regression/interpret-r-squared-regression/\nzdanie: Unbiased in this context means that the fitted values are not systematically too high or too low anywhere in the observation space.\n\nCzytając dalej (na tej samej stronie):\n""An unbiased model has residuals that are randomly scattered around zero.""\nEwidentnie nie podoba mu się, że residuale nie maja rozkladu normalnego (rzutując je na oś y na wykresie residuals/fitted_value).\n\nCEL: poszukac w statlekcie, czy typek to jakos oszacował.\n\n",to decide,1592561225989,"6/19/2020, 12:07:05 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",2,"ML 1-2","MATH","SPRINTS","7200000","2 h ","{}","[]","",,0,
5mpc36,"automated specified","null",not to do,1591010250389,"6/1/2020, 1:17:30 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","7200000","2 h ","{}","[]","",,0,
5mmjnz,"claus upgrade - test shortcut","null",complete,1590950270869,"5/31/2020, 8:37:50 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","1800000","30 m","{}","[]","",,0,
4yr398,"X = x_k is an event => P(X = x_k) is defined","null",complete,1588262249497,"4/30/2020, 5:57:29 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"PROBALISTICS","MATH","SPRINTS","","","{}","[]","",,0,
